Time,fi-1001-pv,fc-1011-pv,fc-1012-pv,fc-1002-pv,ti-1001-pv,ti-1011-pv,ti-1012-pv,ti-1013-pv,ti-1014-pv,ti-1015-pv,ti-1016-pv,ti-1021-pv,ti-1022-pv,ti-1023-pv,ti-1024-pv,ti-1025-pv,ti-1026-pv,tc-1002-pv,ai-1001-pv,ai-1002-pv,ai-1010-pv,pi-1050-pv,pi-1002-pv,pc-1611-pv
264,1304.76,654.81,652.62,1554.35,69.70,440.36,835.44,839.49,845.44,853.97,862.89,439.98,834.19,838.16,847.07,852.06,861.55,440.1687664,1.59,15.15,935.98,-188.79,82.43,109.06
265,1296.28,648.41,654.52,1567.37,70.38,441.03,835.28,839.44,848.48,852.05,863.08,438.18,834.84,840.67,846.00,855.00,861.88,439.5969128,1.48,16.23,926.64,-190.77,82.46,108.67
266,1300.21,653.52,646.70,1556.46,68.32,441.98,834.72,838.51,844.02,855.33,861.64,442.14,832.53,839.57,847.72,854.05,862.14,442.0607933,1.42,16.03,939.65,-187.47,81.58,106.83
267,1296.49,647.57,645.78,1552.99,68.35,437.79,834.38,839.89,846.82,851.18,861.75,442.80,833.33,841.66,845.32,852.85,862.41,440.2906019,1.58,15.00,932.02,-193.30,82.33,107.29
268,1299.45,653.76,646.04,1562.07,71.50,440.32,833.54,840.74,845.03,853.68,863.48,440.48,835.84,839.49,845.02,855.27,862.76,440.4017141,1.55,13.83,938.68,-192.15,82.07,107.15
269,1292.60,646.56,649.10,1552.50,69.62,438.37,837.43,841.37,847.88,854.53,861.46,442.09,835.34,839.36,845.66,852.45,862.57,440.233454,1.40,15.87,929.79,-192.05,82.14,108.85
270,1295.33,649.44,646.13,1553.11,71.36,438.88,834.40,840.37,846.70,853.97,862.61,439.81,837.48,841.13,843.67,854.24,860.70,439.3425515,1.59,13.95,927.47,-194.88,81.93,107.55
271,1308.34,645.65,646.98,1557.46,69.88,439.93,836.68,838.32,843.45,854.82,863.26,440.37,834.67,841.48,847.74,855.49,863.49,440.1504033,1.37,13.92,921.93,-185.37,82.45,107.04
272,1308.91,645.12,649.77,1564.47,69.25,442.64,835.48,839.07,848.34,854.17,861.69,437.75,833.69,839.91,848.84,855.11,862.22,440.1889988,1.43,14.19,935.06,-185.59,81.55,107.33
273,1290.69,652.21,645.64,1564.32,68.68,442.24,833.49,838.75,847.22,853.27,863.23,437.11,836.78,840.69,844.86,850.54,861.90,439.6891647,1.47,13.93,921.35,-187.17,81.58,107.71
274,1302.90,652.54,651.10,1553.87,68.47,440.12,836.72,841.27,844.48,850.84,862.28,442.14,834.52,838.35,848.12,851.03,861.24,441.1252753,1.50,14.53,921.67,-186.79,82.44,108.22
275,1304.37,646.76,647.39,1565.45,70.30,439.43,835.87,839.99,843.81,851.10,863.41,439.67,835.03,839.09,845.89,852.59,862.40,439.5517946,1.63,15.96,936.51,-187.89,82.14,107.41
276,1300.32,648.14,654.47,1557.47,70.54,441.03,837.00,839.94,846.52,851.04,862.73,438.73,837.24,840.49,845.49,854.16,861.46,439.8757279,1.49,14.03,925.23,-193.50,82.03,108.14
277,1308.73,648.76,646.35,1566.69,68.28,441.52,837.10,839.14,843.34,854.22,862.89,437.91,834.72,838.62,843.87,852.49,861.67,439.716235,1.49,14.73,932.34,-194.61,82.18,108.09
278,1300.44,645.13,646.41,1558.64,71.98,442.05,835.00,838.23,848.06,855.31,862.51,440.77,836.28,838.19,843.70,852.33,861.10,441.4072636,1.51,14.53,929.26,-190.37,81.90,107.03
279,1294.06,650.48,651.59,1567.39,68.69,438.04,837.47,840.69,845.04,851.15,861.87,438.40,834.23,840.38,845.83,851.12,860.55,438.2204722,1.57,14.32,929.63,-191.38,81.56,107.49
280,1293.49,651.53,650.29,1560.43,71.19,439.87,834.42,840.80,847.18,851.96,862.70,442.13,834.70,839.27,845.73,853.41,861.59,440.9992122,1.38,13.79,933.98,-188.40,82.13,108.70
281,1300.26,647.53,647.16,1558.59,68.76,438.63,833.78,840.09,844.26,853.40,862.52,441.50,832.81,840.91,847.60,854.33,862.60,440.0625468,1.35,16.01,920.52,-186.32,82.38,109.22
282,1305.57,647.17,649.15,1558.64,69.99,440.53,835.87,839.95,846.82,850.50,862.33,442.73,835.16,840.95,848.24,854.86,862.36,441.6338189,1.46,14.79,934.42,-185.42,81.55,108.48
283,1291.12,652.29,650.37,1566.95,71.76,441.05,835.45,841.87,845.40,851.32,861.30,441.98,835.16,840.87,844.25,855.09,860.86,441.5127156,1.64,14.37,931.35,-186.35,82.08,108.17
284,1293.58,651.12,652.17,1559.47,70.46,440.11,833.19,839.59,846.05,853.09,861.77,438.79,836.37,841.79,844.65,851.89,863.44,439.4490758,1.57,15.89,920.06,-188.78,82.02,107.51
285,1303.20,653.11,646.60,1566.55,71.50,440.65,837.32,841.92,845.36,855.47,862.95,437.17,834.89,838.72,844.70,853.32,863.39,438.9166666,1.60,15.42,936.07,-190.11,81.64,106.79
286,1299.42,653.67,645.19,1555.67,70.52,437.59,833.37,839.43,847.50,854.53,861.76,438.95,832.94,839.36,848.08,851.01,862.70,438.2674151,1.42,14.03,933.71,-191.29,82.38,108.62
287,1291.50,650.12,652.30,1562.38,70.64,442.93,836.68,838.84,847.75,853.11,860.71,437.27,834.26,839.97,847.54,853.67,862.03,440.094995,1.59,14.80,934.54,-186.48,81.53,108.62
288,1306.76,646.14,645.94,1558.70,68.94,441.07,836.41,838.69,845.45,851.50,863.32,438.52,834.94,839.80,848.67,853.54,862.99,439.7998907,1.46,15.77,923.94,-186.31,81.77,108.44
289,1298.05,654.18,650.84,1553.25,68.22,437.49,835.27,839.08,845.01,854.90,863.46,440.70,834.36,841.18,848.01,854.88,860.72,439.0881197,1.41,15.46,925.78,-193.73,81.92,108.06
290,1306.39,649.35,654.91,1559.56,70.83,440.85,836.97,840.66,845.41,852.05,862.48,437.35,836.64,841.29,848.47,855.20,861.22,439.0925486,1.47,16.06,928.17,-186.33,81.67,109.05
291,1303.04,647.63,650.14,1560.15,70.38,437.07,833.09,839.66,845.86,854.07,861.48,438.03,834.92,839.66,846.03,852.91,862.11,437.5485833,1.41,16.10,929.68,-194.31,82.00,108.16
292,1309.85,653.83,651.35,1564.27,68.01,440.69,835.36,839.69,844.34,853.76,860.84,440.90,835.18,839.32,846.63,854.98,860.56,440.7919802,1.36,15.89,935.63,-190.11,81.51,106.88
293,1298.97,653.56,650.16,1555.31,70.04,437.24,836.65,838.64,846.50,850.64,862.72,441.37,832.99,841.05,845.43,853.35,860.99,439.2952125,1.64,15.93,920.65,-187.70,81.57,107.86
294,1304.43,647.61,649.63,1565.19,70.23,442.57,837.31,838.99,848.00,854.26,862.08,442.36,834.39,841.37,845.68,851.36,862.75,442.4611202,1.60,14.06,939.17,-187.58,81.67,109.11
295,1301.92,649.74,650.67,1554.97,69.82,439.30,832.89,839.08,847.03,852.95,862.68,439.74,833.01,838.96,845.35,854.78,862.41,439.519298,1.60,15.05,935.02,-186.22,81.79,107.27
296,1306.46,646.60,652.30,1562.33,71.17,440.80,833.79,839.24,848.43,854.19,860.88,440.69,833.27,839.47,848.65,852.30,862.50,440.7434888,1.35,14.16,923.33,-186.92,82.25,107.17
297,1298.11,646.31,646.93,1556.88,69.28,437.06,837.45,839.91,847.84,851.81,862.99,437.66,835.68,839.24,848.51,854.78,862.22,437.3586901,1.64,14.14,935.73,-191.79,81.85,108.77
298,1290.54,645.91,653.90,1553.35,68.25,442.37,833.91,842.00,843.83,853.40,861.45,438.72,832.61,838.85,848.84,851.39,860.73,440.5358291,1.58,16.31,923.79,-186.14,81.75,107.78
299,1292.36,650.12,652.67,1558.00,69.79,438.68,834.07,838.77,847.03,853.11,862.12,437.27,834.53,841.24,843.72,851.88,862.10,437.9696822,1.48,15.56,934.52,-194.13,81.56,107.52
300,1304.86,653.36,647.89,1555.38,68.40,442.49,835.28,840.59,845.96,851.77,862.48,439.69,837.27,841.66,843.14,852.78,861.96,441.0956714,1.39,16.32,922.64,-194.14,81.90,108.27
301,1309.94,650.06,651.66,1561.35,68.84,438.12,836.27,838.07,847.61,850.98,862.16,442.29,836.32,839.79,846.34,852.24,861.26,440.2064125,1.45,16.25,935.02,-189.52,81.81,107.03
302,1301.42,654.90,649.79,1565.15,70.37,437.56,833.07,839.08,844.58,854.94,861.80,441.05,834.37,840.35,845.43,854.68,861.38,439.2998969,1.56,16.27,922.25,-193.08,81.51,107.94
303,1291.53,651.70,648.65,1563.85,70.09,437.46,833.33,838.33,844.77,852.91,861.76,441.87,834.57,840.06,844.92,853.74,860.83,439.6595243,1.50,14.81,924.87,-188.23,82.37,108.49
304,1292.12,654.66,646.80,1557.85,71.87,437.24,835.51,838.84,846.69,851.44,862.13,441.55,835.60,840.99,846.04,851.96,862.49,439.3834925,1.57,15.68,935.06,-186.40,82.22,108.58
305,1299.96,646.23,647.50,1553.57,70.66,440.80,834.79,838.16,846.33,852.11,863.38,437.32,833.82,841.02,846.33,851.14,862.55,439.0589634,1.49,15.14,933.94,-186.28,81.58,108.37
306,1305.77,652.58,650.51,1559.74,69.02,438.13,835.97,839.38,846.45,852.08,860.97,438.06,836.81,839.09,847.35,852.03,862.02,438.0980289,1.55,15.05,922.21,-190.14,82.39,107.59
307,1308.67,651.17,652.41,1565.62,69.29,442.50,837.25,840.46,846.18,854.31,860.64,442.40,836.19,841.31,848.68,854.94,863.15,442.4516136,1.43,15.38,926.82,-194.26,82.23,109.27
308,1308.09,646.21,651.20,1555.84,69.02,440.96,832.77,838.05,846.88,851.42,862.09,441.09,832.94,840.63,847.06,850.73,862.81,441.0283396,1.48,13.93,937.00,-188.16,82.06,109.12
309,1293.07,652.85,653.73,1553.43,70.86,440.46,837.29,840.92,847.45,854.93,861.06,439.70,834.88,838.41,846.16,853.31,863.36,440.0776518,1.64,15.59,938.58,-188.63,82.01,108.48
310,1306.46,652.81,652.76,1566.77,71.56,439.05,832.65,838.22,844.51,854.03,861.42,437.80,833.00,840.68,845.65,852.02,861.51,438.42569,1.54,14.63,932.25,-186.94,82.05,106.98
311,1306.35,649.51,651.44,1554.89,69.25,437.30,836.83,841.78,848.88,854.49,863.34,440.14,836.49,839.25,845.16,854.05,862.67,438.7230033,1.64,16.18,925.82,-185.07,81.98,108.57
312,1304.62,648.61,647.62,1564.13,68.07,437.02,833.62,841.53,848.92,851.78,861.22,437.37,833.14,839.52,847.43,854.35,861.69,437.1905898,1.37,14.25,933.62,-189.66,82.24,108.75
313,1294.12,654.30,648.07,1560.37,69.32,442.88,833.64,838.33,845.75,853.74,861.52,441.84,836.10,840.74,846.73,853.60,863.36,442.3609956,1.64,14.45,935.08,-187.81,82.10,107.82
314,1308.70,653.08,645.61,1557.41,71.86,438.78,837.33,838.35,846.34,853.50,860.65,437.30,834.28,838.33,847.20,852.52,860.51,438.046354,1.53,16.08,936.67,-186.32,81.91,107.50
315,1309.97,652.35,651.43,1560.04,71.86,442.90,835.83,838.53,845.93,852.69,862.85,442.47,832.97,839.59,846.85,852.57,861.01,442.6821777,1.35,15.19,927.73,-192.02,81.55,109.17
316,1301.37,654.25,645.96,1555.87,71.62,440.03,833.56,838.40,844.18,853.32,862.54,442.83,835.96,838.32,848.75,851.10,863.29,441.4225166,1.39,14.30,927.18,-187.12,81.51,108.29
317,1298.55,647.36,653.62,1553.76,68.42,439.66,837.01,838.99,843.09,853.77,863.49,437.55,836.91,840.22,844.56,855.46,861.10,438.6019464,1.48,15.03,933.08,-194.98,81.70,107.46
318,1291.74,650.66,650.75,1552.96,68.57,440.27,836.85,841.64,848.01,850.54,863.33,441.53,832.99,839.41,843.17,851.62,860.56,440.9013678,1.46,15.68,922.35,-194.03,81.82,109.21
319,1307.80,648.23,652.44,1561.05,68.98,440.94,834.52,840.82,848.33,855.06,862.01,439.42,835.05,838.47,847.90,852.39,862.05,440.1764917,1.60,15.02,923.49,-185.96,82.06,107.95
320,1296.78,648.29,646.69,1552.74,70.35,441.55,834.86,841.46,845.88,853.71,863.45,439.77,835.00,838.10,847.06,853.05,862.16,440.6637071,1.49,13.51,925.57,-186.58,82.18,107.52
321,1296.93,651.29,649.01,1565.02,68.88,440.29,833.01,841.37,843.65,853.20,861.50,437.17,834.03,838.65,847.29,854.22,862.52,438.7330423,1.56,14.82,939.22,-190.53,81.89,108.16
322,1290.50,652.68,647.44,1567.18,69.57,441.35,833.40,838.21,848.02,850.56,861.36,437.73,836.04,841.83,847.61,851.41,860.67,439.5459972,1.37,14.59,925.40,-189.44,81.70,108.92
323,1305.45,653.91,649.12,1553.07,69.55,437.75,832.55,840.93,846.94,853.61,861.45,437.55,832.80,839.22,844.50,853.79,861.65,437.6467117,1.60,15.56,933.35,-186.58,82.22,107.25
324,1291.18,652.87,648.06,1566.84,71.00,438.33,835.97,838.59,846.57,854.46,862.70,437.72,833.10,839.81,844.67,853.91,861.04,438.0274254,1.35,14.50,927.88,-193.38,82.24,109.00
325,1307.87,653.73,649.20,1553.29,70.62,439.32,834.01,838.95,849.00,852.82,862.79,441.73,834.46,840.58,845.14,851.95,863.00,440.5207368,1.59,14.47,932.41,-185.04,81.72,107.47
326,1300.85,646.93,651.74,1563.10,68.24,438.18,836.08,838.16,848.68,850.93,860.86,441.03,833.41,838.31,848.92,855.30,861.08,439.6113556,1.39,16.06,924.55,-188.64,82.43,107.26
327,1305.69,652.84,654.84,1555.82,70.66,439.81,836.04,841.27,848.03,852.41,861.51,439.29,833.70,839.40,843.07,852.37,863.35,439.5482745,1.42,13.97,924.34,-194.10,82.18,109.03
328,1299.14,647.54,654.30,1555.85,70.99,441.48,834.46,841.06,844.09,853.08,863.23,438.02,836.50,839.42,847.73,854.10,860.96,439.7378433,1.49,13.74,935.13,-190.48,82.17,108.61
329,1300.80,647.96,653.65,1563.92,68.57,441.08,834.96,839.46,844.09,850.63,861.06,442.42,833.63,838.48,844.42,852.38,863.01,441.7527367,1.45,16.11,931.31,-185.11,81.73,108.74
330,1306.02,646.21,653.61,1553.55,69.12,442.68,836.94,838.06,847.38,854.86,862.12,441.82,837.14,839.57,843.57,854.93,860.79,442.2496087,1.58,14.41,924.13,-188.56,82.00,107.94
331,1299.51,654.03,647.50,1553.34,70.01,438.73,834.13,841.66,844.10,850.81,861.46,440.41,835.25,839.16,846.09,854.71,863.46,439.5654471,1.49,14.64,927.88,-190.20,82.12,107.12
332,1297.59,648.08,645.80,1565.85,71.99,442.57,835.63,838.97,847.97,852.81,860.97,440.83,835.96,839.31,846.26,850.98,862.89,441.7005564,1.65,15.83,937.17,-189.04,81.63,108.27
333,1294.17,650.60,650.42,1567.09,68.86,437.69,832.94,840.81,844.82,852.77,860.96,439.16,835.56,841.05,845.31,854.70,861.71,438.4244524,1.52,13.64,937.31,-185.65,82.02,107.47
334,1291.85,651.92,645.80,1558.72,71.83,439.28,837.32,840.08,843.08,851.07,861.45,440.39,835.11,838.50,843.22,851.17,862.63,439.8330281,1.61,16.08,932.85,-193.05,82.13,107.56
335,1297.62,647.05,647.08,1563.10,69.23,440.74,834.60,841.15,846.39,854.23,861.17,441.17,837.11,840.47,846.59,853.02,862.07,440.9518213,1.46,14.47,935.81,-188.21,81.82,107.35
336,1294.08,647.51,654.39,1563.80,71.20,442.72,832.94,841.44,843.12,850.94,861.81,439.41,833.49,840.83,845.79,854.25,860.53,441.0592486,1.48,13.57,921.14,-190.56,82.38,109.07
337,1309.23,647.04,654.96,1557.95,68.32,439.92,833.24,841.17,848.74,852.14,861.21,438.19,837.37,838.85,843.19,854.20,862.48,439.0491883,1.65,15.11,930.15,-192.02,81.65,107.76
338,1303.33,651.25,651.42,1557.42,68.36,440.86,834.32,838.76,846.93,853.40,861.15,439.62,837.24,839.06,844.61,853.44,862.62,440.2385991,1.64,13.89,934.41,-190.69,81.64,107.29
339,1295.59,645.14,645.64,1554.16,70.09,438.65,832.67,841.20,846.48,853.52,863.36,440.07,833.17,839.50,844.10,851.57,860.58,439.3629299,1.50,15.50,937.76,-187.42,82.24,108.20
340,1291.09,653.69,654.32,1557.48,69.00,442.32,835.58,839.80,846.11,854.83,860.69,437.51,837.14,840.45,848.23,850.59,861.49,439.9101237,1.51,14.34,933.35,-185.30,81.73,106.84
341,1290.86,650.95,654.86,1554.64,69.75,438.17,836.98,841.62,845.71,852.27,860.80,441.92,835.71,838.79,843.41,850.71,862.18,440.0497651,1.41,15.89,938.51,-187.96,82.32,108.29
342,1300.17,645.04,652.24,1558.27,71.38,438.52,835.08,840.28,847.78,852.11,862.02,441.30,832.93,840.19,845.99,852.77,861.70,439.9183781,1.56,15.42,920.87,-194.70,81.56,108.88
343,1305.93,652.85,653.08,1557.75,68.94,439.70,833.54,840.78,845.60,852.67,862.58,440.58,835.74,839.50,847.21,851.81,861.40,440.1368333,1.61,15.07,936.39,-194.62,81.58,106.84
344,1294.82,646.43,649.15,1565.99,68.20,442.93,832.83,839.92,844.15,850.79,860.71,437.74,834.86,840.78,844.78,854.24,863.22,440.330243,1.64,15.42,934.03,-185.50,81.92,107.26
345,1309.58,646.09,649.86,1556.68,69.44,442.82,835.83,841.02,843.85,852.31,862.57,439.41,837.42,839.66,848.60,850.87,862.90,441.1096466,1.41,13.89,936.74,-187.73,82.05,108.39
346,1291.18,650.04,653.02,1564.76,71.87,441.93,832.65,839.92,848.67,855.11,861.87,439.85,832.74,841.82,847.83,851.54,860.75,440.8917902,1.60,15.92,933.39,-185.11,81.70,106.72
347,1309.15,646.54,648.91,1559.50,68.28,441.29,837.47,841.53,848.84,852.73,863.33,442.41,835.29,839.52,845.79,853.47,861.97,441.850147,1.35,16.45,925.62,-193.76,81.59,107.38
348,1294.62,651.74,648.69,1560.91,69.11,441.36,837.01,838.37,844.20,852.06,860.95,437.63,835.86,838.84,846.23,852.38,862.41,439.4990611,1.38,14.88,920.46,-190.60,82.35,107.49
349,1308.55,654.56,647.52,1555.92,71.31,437.29,835.13,839.06,843.04,850.66,862.36,437.86,832.83,841.11,845.20,852.24,861.29,437.5750339,1.40,13.69,933.78,-187.79,81.51,108.19
350,1304.44,645.44,648.62,1554.55,69.46,440.49,836.30,841.75,847.68,853.32,863.38,439.00,836.22,841.52,845.38,854.30,863.18,439.7403942,1.55,16.34,923.88,-185.81,82.42,107.86
351,1297.18,645.35,654.04,1553.41,71.90,439.65,833.01,838.02,845.78,852.00,861.39,437.64,835.01,838.25,848.00,852.59,862.32,438.6393556,1.42,14.12,935.80,-191.10,81.96,107.91
352,1306.65,648.52,653.73,1561.44,71.97,440.52,835.41,838.42,846.29,854.12,862.57,440.32,835.94,839.89,844.39,850.57,861.02,440.4207799,1.64,16.25,938.74,-188.82,81.86,107.93
353,1294.04,649.78,646.01,1565.06,69.97,437.79,835.28,839.44,845.91,855.01,863.29,437.67,832.90,840.21,844.02,853.69,862.36,437.7317329,1.57,15.54,939.07,-188.16,82.08,109.28
354,1301.24,651.98,653.34,1561.93,69.06,441.53,835.62,838.17,847.37,852.68,862.01,440.28,833.57,838.04,848.41,853.63,862.45,440.9032566,1.37,15.97,932.02,-185.63,82.47,107.11
355,1300.12,647.52,647.04,1561.87,70.87,442.04,833.53,838.30,845.46,852.68,861.66,441.05,832.73,838.11,844.50,851.90,862.34,441.5458823,1.59,15.97,925.08,-191.40,81.94,109.04
356,1297.38,647.88,646.27,1553.16,68.15,438.84,833.30,840.43,847.76,851.52,861.55,438.26,833.93,839.30,845.35,852.98,863.34,438.5500811,1.60,13.70,935.63,-188.08,82.25,106.72
357,1302.68,654.07,654.57,1557.89,68.54,440.37,836.43,841.34,847.21,853.42,862.43,437.74,832.87,839.49,844.21,852.61,861.92,439.0525795,1.37,14.95,923.09,-193.53,81.65,108.15
358,1307.34,645.62,646.29,1558.26,68.98,440.76,833.39,841.36,844.26,851.32,861.15,442.39,832.83,840.71,848.04,851.10,863.23,441.5724969,1.42,14.82,921.81,-194.98,81.98,107.17
359,1304.94,652.56,648.95,1563.07,69.41,442.35,837.37,838.06,846.39,853.47,861.41,442.88,837.24,839.82,845.08,853.01,863.35,442.6136429,1.65,14.52,930.27,-189.54,82.05,107.41
360,1292.75,647.06,645.47,1558.02,71.64,437.70,837.40,839.47,845.06,852.31,861.57,442.72,833.72,838.89,847.84,852.97,862.30,440.2075692,1.42,16.27,937.35,-191.54,81.61,108.28
361,1290.12,652.55,645.04,1558.33,68.80,437.60,835.22,838.88,844.23,852.69,861.64,442.47,834.55,839.98,847.27,851.13,861.84,440.019438,1.43,14.74,923.20,-193.98,82.48,107.82
362,1295.38,649.71,650.54,1560.76,68.72,439.51,832.76,840.99,843.55,853.40,861.52,441.61,833.94,840.76,845.56,854.39,861.20,440.5594034,1.42,15.98,934.19,-187.36,81.90,107.26
363,1306.26,653.85,645.10,1566.20,71.09,438.91,836.11,841.41,843.04,854.82,861.32,438.34,835.31,840.13,843.07,852.15,862.55,438.6267008,1.48,15.67,925.49,-188.09,82.24,108.59
364,1299.54,652.79,647.26,1560.21,70.29,438.35,832.58,838.42,844.97,852.62,862.81,437.97,837.38,839.00,846.04,852.58,862.69,438.1595185,1.38,14.93,920.64,-191.55,81.71,108.98
365,1293.68,648.50,653.12,1553.00,71.63,437.94,835.84,840.53,844.77,855.21,862.17,440.06,837.44,841.85,846.58,855.24,862.51,439.0012011,1.65,15.92,924.14,-194.88,82.19,108.95
366,1296.40,646.94,646.06,1553.60,71.46,439.42,836.19,841.38,847.65,853.80,861.97,442.74,832.82,841.54,848.98,854.02,862.36,441.078543,1.52,14.76,936.43,-186.71,82.01,108.12
367,1297.40,652.21,648.54,1554.41,68.81,438.50,836.33,839.79,847.40,854.90,862.40,441.05,834.50,840.53,846.26,850.99,861.62,439.7693031,1.58,15.97,937.26,-189.99,82.42,108.84
368,1305.13,647.89,654.95,1562.67,68.41,440.87,835.86,841.19,843.96,855.32,862.23,439.04,832.76,839.32,845.51,853.04,861.72,439.9476874,1.63,14.69,935.66,-191.96,82.03,108.56
369,1294.89,650.59,653.22,1562.20,68.35,441.38,836.10,841.70,844.95,850.76,860.98,441.17,834.65,840.03,847.78,850.69,861.38,441.2759091,1.44,14.43,926.80,-190.78,81.66,108.30
370,1303.36,652.32,646.54,1554.48,71.79,442.27,833.60,839.42,843.78,853.47,861.73,437.81,836.52,838.68,845.97,854.84,861.02,440.047031,1.57,15.46,927.70,-185.08,81.93,109.23
371,1300.53,649.71,649.55,1556.62,69.88,442.59,834.25,839.49,844.64,851.76,862.04,442.91,835.50,839.61,844.16,853.78,861.63,442.7516959,1.55,16.15,934.83,-187.98,82.40,107.18
372,1306.44,651.28,647.68,1553.82,68.13,437.56,832.88,840.33,845.25,850.63,863.22,440.17,833.05,838.89,847.86,854.63,861.02,438.8626456,1.41,14.00,921.63,-192.76,82.02,108.84
373,1306.42,654.79,647.13,1567.19,71.47,437.73,837.14,840.76,844.30,852.86,863.18,441.85,833.40,841.31,848.35,851.08,863.48,439.7801863,1.61,16.09,939.43,-186.18,82.22,107.12
374,1293.21,650.07,649.86,1565.90,71.58,440.09,836.39,839.61,848.42,852.62,861.50,437.11,833.22,839.99,848.69,854.77,860.94,438.6008286,1.45,16.26,922.30,-186.32,81.95,107.60
375,1308.95,651.25,649.64,1564.19,70.34,442.45,832.89,841.67,844.27,852.47,861.08,438.94,836.01,839.14,843.68,850.89,862.48,440.6985833,1.38,15.76,920.57,-191.16,81.91,107.71
376,1299.99,646.68,654.82,1556.40,69.62,442.56,834.32,838.98,846.63,853.13,861.69,438.82,835.67,840.45,846.26,852.41,862.11,440.6774163,1.52,14.37,939.21,-193.51,81.55,108.56
377,1307.14,646.88,651.56,1556.36,69.78,442.60,832.77,840.77,848.14,852.40,860.99,439.76,835.56,838.20,845.96,855.49,863.46,441.1733243,1.56,14.04,935.03,-185.54,82.25,109.10
378,1292.00,654.18,646.26,1561.21,68.26,439.75,834.02,841.14,846.78,850.61,862.42,441.76,835.56,839.73,847.55,854.49,862.89,440.7478236,1.42,15.85,929.04,-194.64,82.42,109.24
379,1309.31,651.42,654.62,1566.99,69.00,437.23,833.73,839.19,847.53,851.84,862.16,440.66,833.79,841.84,843.66,853.04,860.84,438.9504612,1.42,15.94,929.04,-187.74,82.23,109.13
380,1291.47,652.18,649.42,1565.54,70.84,437.76,833.55,839.36,844.94,851.12,863.47,441.28,835.16,841.89,843.00,853.39,862.53,439.5123712,1.48,16.19,937.29,-190.98,82.40,108.37
381,1304.51,648.64,646.69,1557.42,69.26,442.39,835.91,840.87,847.10,852.28,862.50,439.49,833.48,838.40,847.38,854.37,862.59,440.9423045,1.47,13.83,928.67,-186.23,82.48,107.06
382,1295.64,651.89,650.26,1566.71,71.54,439.98,832.73,839.50,846.01,854.07,861.46,440.40,834.34,840.29,847.74,854.56,861.53,440.1857515,1.58,15.14,931.37,-190.05,82.13,108.77
383,1299.66,650.73,647.56,1566.78,70.62,442.18,833.38,838.97,848.58,851.19,862.72,440.06,836.22,839.33,844.39,850.50,863.09,441.1242781,1.42,15.57,924.02,-186.00,81.69,107.23
384,1298.16,650.46,653.22,1562.29,68.36,442.06,836.57,840.87,844.04,850.92,861.66,440.48,835.88,838.64,847.14,854.35,862.98,441.2683276,1.48,15.31,929.66,-185.12,82.28,108.21
385,1290.70,650.10,648.00,1564.98,69.77,441.68,834.79,838.57,846.48,851.20,862.40,438.34,837.12,841.24,844.08,851.90,860.75,440.0103203,1.38,16.45,922.70,-191.85,82.05,107.74
386,1294.36,648.00,650.81,1564.84,71.92,441.72,833.91,838.66,847.97,855.17,861.76,440.38,835.01,840.59,843.89,855.28,862.53,441.048505,1.57,15.49,932.48,-188.75,81.63,107.04
387,1298.80,646.18,648.62,1553.08,69.81,441.40,836.70,840.93,843.45,853.85,861.46,442.48,833.09,841.19,845.72,853.81,862.22,441.9408131,1.60,13.54,928.64,-188.42,82.12,108.22
388,1292.82,651.23,647.45,1555.12,69.07,441.60,835.68,838.82,848.40,855.32,860.55,442.49,834.20,841.24,847.36,852.01,863.11,442.043117,1.40,16.28,937.34,-185.09,81.60,107.11
389,1299.35,649.26,646.88,1561.31,71.95,439.95,835.38,839.38,844.56,853.52,861.05,440.94,835.11,841.18,845.63,853.73,860.68,440.4439816,1.62,14.56,935.39,-188.40,82.04,107.89
390,1301.76,651.80,645.51,1562.65,70.87,442.79,833.04,839.52,843.55,852.73,863.44,442.21,835.65,840.31,848.68,850.88,860.55,442.504921,1.52,14.25,938.05,-189.12,81.95,107.75
391,1294.98,652.47,647.55,1555.41,69.66,442.80,837.28,839.49,848.19,854.41,860.53,437.81,836.79,838.28,845.58,855.46,860.67,440.3179674,1.52,14.28,939.82,-192.75,81.68,108.16
392,1291.44,650.45,645.59,1562.73,71.57,439.00,834.27,838.39,848.41,853.23,861.34,437.77,832.59,841.14,843.79,852.63,863.26,438.389062,1.47,15.96,929.58,-185.94,82.35,108.72
393,1305.13,651.88,651.25,1564.85,70.05,441.17,836.85,840.39,847.96,851.05,862.70,439.90,834.01,840.42,845.52,850.52,860.84,440.5333941,1.45,14.67,934.40,-192.58,82.50,108.17
394,1301.38,646.59,652.83,1554.29,70.87,437.72,836.07,840.28,846.30,854.10,862.89,439.68,836.76,839.75,846.42,850.61,862.62,438.7076347,1.38,14.00,922.20,-186.63,81.55,107.76
395,1309.62,651.66,647.26,1567.07,71.88,439.95,836.47,839.69,846.18,851.95,862.26,441.36,834.49,841.87,846.18,850.89,862.06,440.6537756,1.36,16.40,939.73,-194.34,82.00,107.05
396,1303.24,652.08,654.87,1557.71,70.31,437.75,835.68,840.35,847.41,855.30,861.59,439.29,833.12,839.69,843.75,852.89,862.60,438.5229577,1.46,13.91,920.14,-187.87,82.36,108.78
